id,common_name,scientific_name,aliases,retail_group,care_profile_id,description,care_summary,light_category,water_category,humidity_category,soil_category,airflow_notes,difficulty,pet_safety,data_quality,listing_keywords
stromanthe-triostar,Stromanthe Triostar,Stromanthe sanguinea 'Triostar',,houseplant_foliage,CALATHEA_PRAYER,"Stromanthe Triostar is grown for patterned, moving, or colorful foliage. It appeals to collectors but should be listed with honest humidity, water, and cosmetic-edge expectations.","Medium to bright indirect light; avoid direct sun that fades or scorches leaves. Keep lightly and evenly moist; avoid fully drying out or staying soggy. Prefers higher humidity, often 50-70%; sensitive to dry air. Soil: Moisture-retentive but draining mix with coco/peat and perlite.",medium_to_bright_indirect,even_moist,high,moist_well_draining,"Avoid cold drafts, hot vents, and stagnant wet foliage.",intermediate,likely_nontoxic,mvp_seed_needs_taxonomy_and_toxicity_review,"Stromanthe Triostar, houseplant foliage, Prayer plant / calathea humidity-sensitive foliage, plant care, rooted plant, local pickup"
ctenanthe-burle-marxii,Ctenanthe Burle-Marxii,Ctenanthe burle-marxii,Fishbone prayer plant,houseplant_foliage,CALATHEA_PRAYER,"Ctenanthe Burle-Marxii is grown for patterned, moving, or colorful foliage. It appeals to collectors but should be listed with honest humidity, water, and cosmetic-edge expectations.","Medium to bright indirect light; avoid direct sun that fades or scorches leaves. Keep lightly and evenly moist; avoid fully drying out or staying soggy. Prefers higher humidity, often 50-70%; sensitive to dry air. Soil: Moisture-retentive but draining mix with coco/peat and perlite.",medium_to_bright_indirect,even_moist,high,moist_well_draining,"Avoid cold drafts, hot vents, and stagnant wet foliage.",intermediate,likely_nontoxic,mvp_seed_needs_taxonomy_and_toxicity_review,"Ctenanthe Burle-Marxii, houseplant foliage, Prayer plant / calathea humidity-sensitive foliage, plant care, rooted plant, local pickup"
alocasia-polly,Alocasia Polly,Alocasia x amazonica 'Polly',African mask plant,houseplant_aroid,ALOCASIA,"Alocasia Polly is a tropical elephant-ear style plant with bold leaves and a seasonal growth rhythm. Listings should mention corm/leaf status, acclimation, and whether the plant is actively growing or entering dormancy.","Bright indirect light; some morning sun can work after acclimation. Keep evenly moist during growth, letting the top layer dry; reduce watering in dormancy. Moderate to high humidity, ideally 50-70%. Soil: Chunky but moisture-retentive mix; avoid dense wet soil around corms.",bright_indirect,even_moist_seasonal,high,chunky_aroid_moist,Good airflow helps prevent pests and fungal spots in humid setups.,intermediate,likely_toxic,mvp_seed_needs_taxonomy_and_toxicity_review,"Alocasia Polly, houseplant aroid, Alocasia / elephant-ear tropical, plant care, rooted plant, local pickup"
alocasia-frydek,Alocasia Frydek,Alocasia micholitziana 'Frydek',,houseplant_aroid,ALOCASIA,"Alocasia Frydek is a tropical elephant-ear style plant with bold leaves and a seasonal growth rhythm. Listings should mention corm/leaf status, acclimation, and whether the plant is actively growing or entering dormancy.","Bright indirect light; some morning sun can work after acclimation. Keep evenly moist during growth, letting the top layer dry; reduce watering in dormancy. Moderate to high humidity, ideally 50-70%. Soil: Chunky but moisture-retentive mix; avoid dense wet soil around corms.",bright_indirect,even_moist_seasonal,high,chunky_aroid_moist,Good airflow helps prevent pests and fungal spots in humid setups.,intermediate,likely_toxic,mvp_seed_needs_taxonomy_and_toxicity_review,"Alocasia Frydek, houseplant aroid, Alocasia / elephant-ear tropical, plant care, rooted plant, local pickup"
alocasia-black-velvet,Alocasia Black Velvet,Alocasia reginula 'Black Velvet',,houseplant_aroid,ALOCASIA,"Alocasia Black Velvet is a tropical elephant-ear style plant with bold leaves and a seasonal growth rhythm. Listings should mention corm/leaf status, acclimation, and whether the plant is actively growing or entering dormancy.","Bright indirect light; some morning sun can work after acclimation. Keep evenly moist during growth, letting the top layer dry; reduce watering in dormancy. Moderate to high humidity, ideally 50-70%. Soil: Chunky but moisture-retentive mix; avoid dense wet soil around corms.",bright_indirect,even_moist_seasonal,high,chunky_aroid_moist,Good airflow helps prevent pests and fungal spots in humid setups.,intermediate,likely_toxic,mvp_seed_needs_taxonomy_and_toxicity_review,"Alocasia Black Velvet, houseplant aroid, Alocasia / elephant-ear tropical, plant care, rooted plant, local pickup"
alocasia-silver-dragon,Alocasia Silver Dragon,Alocasia baginda 'Silver Dragon',,houseplant_aroid,ALOCASIA,"Alocasia Silver Dragon is a tropical elephant-ear style plant with bold leaves and a seasonal growth rhythm. Listings should mention corm/leaf status, acclimation, and whether the plant is actively growing or entering dormancy.","Bright indirect light; some morning sun can work after acclimation. Keep evenly moist during growth, letting the top layer dry; reduce watering in dormancy. Moderate to high humidity, ideally 50-70%. Soil: Chunky but moisture-retentive mix; avoid dense wet soil around corms.",bright_indirect,even_moist_seasonal,high,chunky_aroid_moist,Good airflow helps prevent pests and fungal spots in humid setups.,intermediate,likely_toxic,mvp_seed_needs_taxonomy_and_toxicity_review,"Alocasia Silver Dragon, houseplant aroid, Alocasia / elephant-ear tropical, plant care, rooted plant, local pickup"
alocasia-dragon-scale,Alocasia Dragon Scale,Alocasia baginda 'Dragon Scale',,houseplant_aroid,ALOCASIA,"Alocasia Dragon Scale is a tropical elephant-ear style plant with bold leaves and a seasonal growth rhythm. Listings should mention corm/leaf status, acclimation, and whether the plant is actively growing or entering dormancy.","Bright indirect light; some morning sun can work after acclimation. Keep evenly moist during growth, letting the top layer dry; reduce watering in dormancy. Moderate to high humidity, ideally 50-70%. Soil: Chunky but moisture-retentive mix; avoid dense wet soil around corms.",bright_indirect,even_moist_seasonal,high,chunky_aroid_moist,Good airflow helps prevent pests and fungal spots in humid setups.,intermediate,likely_toxic,mvp_seed_needs_taxonomy_and_toxicity_review,"Alocasia Dragon Scale, houseplant aroid, Alocasia / elephant-ear tropical, plant care, rooted plant, local pickup"
black-magic-elephant-ear,Black Magic Elephant Ear,Colocasia esculenta 'Black Magic',Black elephant ear,outdoor_tropical,ALOCASIA,"Black Magic Elephant Ear is a tropical elephant-ear style plant with bold leaves and a seasonal growth rhythm. Listings should mention corm/leaf status, acclimation, and whether the plant is actively growing or entering dormancy.","Bright indirect light; some morning sun can work after acclimation. Keep evenly moist during growth, letting the top layer dry; reduce watering in dormancy. Moderate to high humidity, ideally 50-70%. Soil: Chunky but moisture-retentive mix; avoid dense wet soil around corms.",bright_indirect,even_moist_seasonal,high,chunky_aroid_moist,Good airflow helps prevent pests and fungal spots in humid setups.,intermediate,likely_toxic,mvp_seed_needs_taxonomy_and_toxicity_review,"Black Magic Elephant Ear, outdoor tropical, Alocasia / elephant-ear tropical, plant care, rooted plant, local pickup"
lime-zinger-elephant-ear,Lime Zinger Elephant Ear,Xanthosoma aurea 'Lime Zinger',,outdoor_tropical,ALOCASIA,"Lime Zinger Elephant Ear is a tropical elephant-ear style plant with bold leaves and a seasonal growth rhythm. Listings should mention corm/leaf status, acclimation, and whether the plant is actively growing or entering dormancy.","Bright indirect light; some morning sun can work after acclimation. Keep evenly moist during growth, letting the top layer dry; reduce watering in dormancy. Moderate to high humidity, ideally 50-70%. Soil: Chunky but moisture-retentive mix; avoid dense wet soil around corms.",bright_indirect,even_moist_seasonal,high,chunky_aroid_moist,Good airflow helps prevent pests and fungal spots in humid setups.,intermediate,likely_toxic,mvp_seed_needs_taxonomy_and_toxicity_review,"Lime Zinger Elephant Ear, outdoor tropical, Alocasia / elephant-ear tropical, plant care, rooted plant, local pickup"
rex-begonia,Rex Begonia,Begonia rex-cultorum,,houseplant_foliage,BEGONIA_FLOWERING,"Rex Begonia is a decorative begonia valued for flowers, patterned leaves, or colorful growth. Listings should show clear leaf photos and mention airflow, light, and watering habits.","Bright indirect light; some morning sun can help flowering. Let the top layer dry, then water thoroughly; avoid wet leaves and soggy roots. Average to moderate humidity; airflow matters more than misting. Soil: Light, well-draining potting mix.",bright_indirect,moderate_drydown,average_to_high,standard_well_draining,Good airflow prevents powdery mildew and leaf spotting.,easy_to_intermediate,likely_toxic,mvp_seed_needs_taxonomy_and_toxicity_review,"Rex Begonia, houseplant foliage, Begonia / flowering foliage tropical, plant care, rooted plant, local pickup"
angel-wing-begonia,Angel Wing Begonia,Begonia coccinea,,houseplant_foliage,BEGONIA_FLOWERING,"Angel Wing Begonia is a decorative begonia valued for flowers, patterned leaves, or colorful growth. Listings should show clear leaf photos and mention airflow, light, and watering habits.","Bright indirect light; some morning sun can help flowering. Let the top layer dry, then water thoroughly; avoid wet leaves and soggy roots. Average to moderate humidity; airflow matters more than misting. Soil: Light, well-draining potting mix.",bright_indirect,moderate_drydown,average_to_high,standard_well_draining,Good airflow prevents powdery mildew and leaf spotting.,easy_to_intermediate,likely_toxic,mvp_seed_needs_taxonomy_and_toxicity_review,"Angel Wing Begonia, houseplant foliage, Begonia / flowering foliage tropical, plant care, rooted plant, local pickup"
wax-begonia,Wax Begonia,Begonia semperflorens-cultorum,,outdoor_annual,BEGONIA_FLOWERING,"Wax Begonia is a decorative begonia valued for flowers, patterned leaves, or colorful growth. Listings should show clear leaf photos and mention airflow, light, and watering habits.","Bright indirect light; some morning sun can help flowering. Let the top layer dry, then water thoroughly; avoid wet leaves and soggy roots. Average to moderate humidity; airflow matters more than misting. Soil: Light, well-draining potting mix.",bright_indirect,moderate_drydown,average_to_high,standard_well_draining,Good airflow prevents powdery mildew and leaf spotting.,easy_to_intermediate,likely_toxic,mvp_seed_needs_taxonomy_and_toxicity_review,"Wax Begonia, outdoor annual, Begonia / flowering foliage tropical, plant care, rooted plant, local pickup"
african-violet,African Violet,Saintpaulia ionantha,,houseplant_flowering,FLOWERING_POT,"African Violet is a flowering or seasonal potted plant bought for color, gifts, or windowsill display. Listings should mention bloom status, bud count, and whether it is actively flowering.","Bright indirect light; some gentle sun supports blooms. Keep evenly moist while blooming, then adjust for dormancy or rest period. Average indoor humidity works for most. Soil: Quality potting mix with drainage.",bright_indirect_to_part_sun,even_moist_seasonal,average,standard_well_draining,Avoid hot vents; remove spent blooms and yellow leaves.,easy_to_intermediate,likely_nontoxic,mvp_seed_needs_taxonomy_and_toxicity_review,"African Violet, houseplant flowering, Flowering potted plant, plant care, rooted plant, local pickup"
kalanchoe,Kalanchoe,Kalanchoe blossfeldiana,Florist kalanchoe,houseplant_succulent,SUCCULENT,"Kalanchoe is a succulent valued for shape, color, drought tolerance, and easy shipping. Listings should mention light exposure, size, rooted status, and whether it has been grown indoors or outdoors.","Very bright light; many need several hours of direct sun or strong grow light. Soak thoroughly, then let mix dry completely before watering again. Low to average humidity is fine. Soil: Fast-draining cactus/succulent mix with pumice, perlite, or grit.",bright_to_direct,dry_cycle,low_to_average,cactus_succulent_gritty,Good airflow and dry leaves/crowns help prevent rot.,easy_to_intermediate,likely_toxic,mvp_seed_needs_taxonomy_and_toxicity_review,"Kalanchoe, houseplant succulent, Succulent / dryland plant, plant care, rooted plant, local pickup"
